page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url
225_home,2,85,87,0.022988505747126436,225,sjr_19700182323,225,Perspectives on Psychological Science,journal,"17456916, 17456924","5,529",Q1,168,147,259,15307,3703,255,"14,17","104,13",United States,Northern America,SAGE Publications Ltd,2006-2022,Psychology (miscellaneous) (Q1),Psychology,https://journals.sagepub.com/home/pps
2260_home,4,117,121,0.03305785123966942,2260,sjr_22350,2260,Infectious Disease Clinics of North America,journal,"15579824, 08915520","1,453",Q1,108,58,179,4452,1055,156,"3,81","76,76",United Kingdom,Western Europe,W.B. Saunders Ltd,1987-2022,Infectious Diseases (Q1); Microbiology (medical) (Q1),Medicine,https://www.journals.elsevier.com/infectious-disease-clinics-of-north-america
2261_home,6,545,551,0.010889292196007259,2261,sjr_21100779233,2261,Journal of racial and ethnic health disparities,journal,21968837,"1,453",Q1,37,439,432,21476,1740,432,"4,34","48,92",United States,Northern America,Springer Nature,2014-2022,"Anthropology (Q1); Health Policy (Q1); Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)",Medicine; Social Sciences,https://www.springer.com/medicine/journal/40615
2262_home,7,675,682,0.010263929618768328,2262,sjr_21100469363,2262,Journal of Intensive Care,journal,20520492,"1,452",Q1,47,52,230,1917,1186,207,"5,75","36,87",Switzerland,Western Europe,Springer International Publishing AG,2013-2022,Critical Care and Intensive Care Medicine (Q1),Medicine,https://jintensivecare.biomedcentral.com/
2263_home,8,1053,1061,0.007540056550424128,2263,sjr_21100888814,2263,"Journal of Race, Ethnicity and Politics",journal,20566085,"1,452",Q1,14,27,55,1465,122,51,"1,62","54,26",United Kingdom,Western Europe,Cambridge University Press,2016-2022,Anthropology (Q1); Sociology and Political Science (Q1),Social Sciences,https://www.cambridge.org/core/journals/journal-of-race-ethnicity-and-politics
2264_home,4,117,121,0.03305785123966942,2264,sjr_12495,2264,Neoplasia,journal,"14765586, 15228002","1,451",Q2,140,78,284,4322,1466,282,"4,53","55,41",United States,Northern America,Neoplasia Press,1999-2022,Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology",https://www.journals.elsevier.com/neoplasia
2265_home,2,85,87,0.022988505747126436,2265,sjr_25337,2265,Neurogastroenterology and Motility,journal,"13652982, 13501925","1,451",Q1,120,224,675,8871,2468,612,"3,63","39,60",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,1989-2022,Endocrine and Autonomic Systems (Q1); Gastroenterology (Q1); Physiology (Q1),"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",https://onlinelibrary.wiley.com/journal/13652982
2266_home,51,738,789,0.06463878326996197,2266,sjr_26906,2266,Advances in Anatomic Pathology,journal,"10724109, 15334031","1,450",Q1,84,44,108,2832,657,105,"6,47","64,36",United States,Northern America,Lippincott Williams and Wilkins Ltd.,"1994, 1996-2022",Anatomy (Q1); Pathology and Forensic Medicine (Q1),Medicine,https://journals.lww.com/anatomicpathology/pages/default.aspx
2267_home,2,7,9,0.2222222222222222,2267,sjr_4700152871,2267,Bernoulli,journal,13507265,"1,450",Q1,73,90,377,3637,639,377,"1,44","40,41",Netherlands,Western Europe,Bernoulli Society for Mathematical Statistics and Probability,1995-2022,Statistics and Probability (Q1),Mathematics,http://www.bernoulli-society.org/index.php/publications/bernoulli-journal/bernoulli-journal
2268_home,2,85,87,0.022988505747126436,2268,sjr_16259,2268,Journal of Composites for Construction,journal,"10900268, 19435614","1,450",Q1,121,100,260,4677,1313,251,"4,55","46,77",United States,Northern America,American Society of Civil Engineers (ASCE),1997-2022,Building and Construction (Q1); Ceramics and Composites (Q1); Civil and Structural Engineering (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1),Engineering; Materials Science,https://ascelibrary.org/journal/jccof2
2269_home,4,117,121,0.03305785123966942,2269,sjr_20238,2269,"Journal of Microbiology, Immunology and Infection",journal,"19959133, 16841182","1,450",Q1,67,172,475,5390,2797,395,"6,65","31,34",Taiwan,Asiatic Region,Elsevier Taiwan LLC,1998-2022,Immunology and Allergy (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1),Immunology and Microbiology; Medicine,https://www.journals.elsevier.com/journal-of-microbiology-immunology-and-infection
226_home,2,1023,1025,0.001951219512195122,226,sjr_4000148205,226,Nature Chemical Biology,journal,"15524469, 15524450","5,509",Q1,246,256,699,8544,6267,518,"8,81","33,38",United Kingdom,Western Europe,Nature Publishing Group,2005-2022,Cell Biology (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.nature.com/nchembio/
2270_home,98,1059,1157,0.0847018150388937,2270,sjr_21100788713,2270,Intestinal Research,journal,"15989100, 22881956","1,449",Q1,28,57,174,2101,754,166,"4,40","36,86",South Korea,Asiatic Region,Korean Association for the Study of Intestinal Diseases,2016-2022,Gastroenterology (Q1),Medicine,https://www.irjournal.org/
2271_home,2,85,87,0.022988505747126436,2271,sjr_14000156253,2271,Regulation and Governance,journal,"17485983, 17485991","1,449",Q1,54,119,169,9373,666,167,"3,64","78,76",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2008-2022,Law (Q1); Public Administration (Q1); Sociology and Political Science (Q1),Social Sciences,https://onlinelibrary.wiley.com/journal/17485991
2272_home,6,519,525,0.011428571428571429,2272,sjr_19600162144,2272,Science China Life Sciences,journal,"16747305, 18691889","1,449",Q1,70,255,622,16498,3729,505,"7,07","64,70",China,Asiatic Region,Science Press (China),2010-2022,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Environmental Science (miscellaneous) (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Environmental Science",https://www.springer.com/journal/11427
2273_home,4,117,121,0.03305785123966942,2273,sjr_17300154924,2273,Epidemics,journal,"17554365, 18780067","1,448",Q1,49,97,177,4647,765,176,"4,07","47,91",Netherlands,Western Europe,Elsevier,2009-2022,"Epidemiology (Q1); Infectious Diseases (Q1); Microbiology (Q1); Parasitology (Q1); Public Health, Environmental and Occupational Health (Q1); Virology (Q2)",Immunology and Microbiology; Medicine,https://www.journals.elsevier.com/epidemics
2274_home,4,117,121,0.03305785123966942,2274,sjr_29102,2274,Health and Place,journal,13538292,"1,448",Q1,129,177,528,12033,2925,519,"4,99","67,98",United Kingdom,Western Europe,Elsevier Ltd.,1995-2022,"Geography, Planning and Development (Q1); Health (social science) (Q1); Life-span and Life-course Studies (Q1); Public Health, Environmental and Occupational Health (Q1); Sociology and Political Science (Q1)",Medicine; Social Sciences,https://www.sciencedirect.com/journal/health-and-place
2275_home,3,36,39,0.07692307692307693,2275,sjr_11300153734,2275,IEEE Systems Journal,journal,"19379234, 19328184","1,448",Q1,98,743,1413,22923,7866,1402,"5,60","30,85",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2007-2022,Computer Networks and Communications (Q1); Computer Science Applications (Q1); Control and Systems Engineering (Q1); Electrical and Electronic Engineering (Q1); Information Systems (Q1),Computer Science; Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4267003
2276_home,6,526,532,0.011278195488721804,2276,sjr_18403,2276,Apoptosis : an international journal on programmed cell death,journal,"13608185, 1573675X","1,447",Q1,122,88,199,5225,1255,182,"6,35","59,38",Netherlands,Western Europe,Springer Netherlands,1996-2022,Biochemistry (medical) (Q1); Clinical Biochemistry (Q1); Pharmaceutical Science (Q1); Pharmacology (Q1); Cancer Research (Q2); Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",https://www.springer.com/journal/10495
2277_home,6,92,98,0.061224489795918366,2277,sjr_29066,2277,Nuclear Fusion,journal,"17414326, 00295515","1,447",Q1,132,467,1398,22080,4678,1390,"3,14","47,28",United Kingdom,Western Europe,IOP Publishing Ltd.,1969-2022,Condensed Matter Physics (Q1); Nuclear and High Energy Physics (Q1),Physics and Astronomy,https://iopscience.iop.org/journal/0029-5515
2278_home,4,117,121,0.03305785123966942,2278,sjr_21101077293,2278,Journal of Migration and Health,journal,26666235,"1,445",Q1,11,66,72,3162,345,72,"4,79","47,91",Netherlands,Western Europe,Elsevier BV,2020-2022,Demography (Q1); Health (social science) (Q1); Infectious Diseases (Q1); Sociology and Political Science (Q1),Medicine; Social Sciences,https://www.sciencedirect.com/journal/journal-of-migration-and-health
2279_home,4,117,121,0.03305785123966942,2279,sjr_21100943536,2279,Materials Today Bio,journal,25900064,"1,444",Q1,25,314,144,27037,1351,143,"8,50","86,11",Netherlands,Western Europe,Elsevier BV,2019-2022,Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1); Molecular Biology (Q1); Cell Biology (Q2),"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science",https://www.sciencedirect.com/journal/materials-today-bio
227_home,2,85,87,0.022988505747126436,227,sjr_17435,227,EMBO Journal,journal,"02614189, 14602075","5,484",Q1,417,267,891,19133,9151,769,"10,00","71,66",Germany,Western Europe,Wiley-Blackwell,1982-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1); Neuroscience (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience",https://www.embopress.org/journal/14602075
2280_home,4,117,121,0.03305785123966942,2280,sjr_24140,2280,Artificial Intelligence in Medicine,journal,"09333657, 18732860","1,443",Q1,100,133,415,7947,3663,409,"8,52","59,75",Netherlands,Western Europe,Elsevier,1989-2022,Artificial Intelligence (Q1); Medicine (miscellaneous) (Q1),Computer Science; Medicine,https://www.journals.elsevier.com/artificial-intelligence-in-medicine
2281_home,6,543,549,0.01092896174863388,2281,sjr_28766,2281,Breast Cancer Research and Treatment,journal,"01676806, 15737217","1,442",Q1,171,370,1399,14181,5595,1309,"3,49","38,33",United States,Northern America,Springer New York,1981-2022,Oncology (Q1); Cancer Research (Q2),"Biochemistry, Genetics and Molecular Biology; Medicine",https://www.springer.com/journal/10549
2282_home,6,536,542,0.01107011070110701,2282,sjr_25785,2282,Combinatorica,journal,"02099683, 14396912","1,442",Q1,57,59,133,1447,168,132,"1,13","24,53",Germany,Western Europe,Janos Bolyai Mathematical Society,1981-2022,Computational Mathematics (Q1); Discrete Mathematics and Combinatorics (Q1),Mathematics,https://www.springer.com/journal/493
2283_home,4,117,121,0.03305785123966942,2283,sjr_15576,2283,European Neuropsychopharmacology,journal,"0924977X, 18737862","1,442",Q1,124,146,436,6018,2015,390,"4,62","41,22",Netherlands,Western Europe,Elsevier,1990-2022,Neurology (Q1); Neurology (clinical) (Q1); Pharmacology (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1); Biological Psychiatry (Q2),"Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics",https://www.journals.elsevier.com/european-neuropsychopharmacology
2284_home,6,525,531,0.011299435028248588,2284,sjr_21100922758,2284,Journal of Computers in Education,journal,"21979995, 21979987","1,442",Q1,18,56,71,3731,576,69,"9,32","66,63",Germany,Western Europe,Springer Berlin,2019-2022,Computer Science Applications (Q1); Education (Q1),Computer Science; Social Sciences,https://www.springer.com/journal/40692
2285_home,2,85,87,0.022988505747126436,2285,sjr_4000148310,2285,Geobiology,journal,"14724677, 14724669","1,441",Q1,80,51,132,4937,567,130,"4,11","96,80",United Kingdom,Western Europe,Wiley-Blackwell Publishing Ltd,2003-2022,"Earth and Planetary Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Science (miscellaneous) (Q1)",Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science,https://onlinelibrary.wiley.com/journal/14724669
2286_home,2,85,87,0.022988505747126436,2286,sjr_25040,2286,INFORMS Journal on Computing,journal,"10919856, 15265528","1,441",Q1,85,197,220,8852,701,213,"2,88","44,93",United States,Northern America,INFORMS Institute for Operations Research and the Management Sciences,"1996-2001, 2003-2022",Computer Science Applications (Q1); Information Systems (Q1); Management Science and Operations Research (Q1); Software (Q1),Computer Science; Decision Sciences,https://pubsonline.informs.org/journal/ijoc
2287_home,2,85,87,0.022988505747126436,2287,sjr_19400157120,2287,Circulation: Cardiovascular Imaging,journal,"19420080, 19419651","1,440",Q1,120,142,611,2682,1786,403,"2,69","18,89",United States,Northern America,Lippincott Williams and Wilkins Ltd.,2008-2022,"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://www.ahajournals.org/journal/circimaging
2288_home,4,117,121,0.03305785123966942,2288,sjr_19723,2288,Harmful Algae,journal,15689883,"1,440",Q1,106,122,376,9239,2308,375,"6,55","75,73",Netherlands,Western Europe,Elsevier,2002-2022,Aquatic Science (Q1); Plant Science (Q1),Agricultural and Biological Sciences,https://www.sciencedirect.com/journal/harmful-algae
2289_home,2,85,87,0.022988505747126436,2289,sjr_23167,2289,Language Teaching Research,journal,"13621688, 14770954","1,440",Q1,73,174,299,11258,1289,287,"4,18","64,70",United Kingdom,Western Europe,SAGE Publications Ltd,1997-2022,Education (Q1); Linguistics and Language (Q1),Social Sciences,https://journals.sagepub.com/home/ltr
228_home,4,117,121,0.03305785123966942,228,sjr_21101074917,228,Advances in Applied Energy,journal,26667924,"5,458",Q1,22,34,70,2288,1153,67,"16,47","67,29",United Kingdom,Western Europe,Elsevier Ltd.,2021-2022,Energy (miscellaneous) (Q1),Energy,https://www.sciencedirect.com/journal/advances-in-applied-energy
2290_home,6,607,613,0.009787928221859706,2290,sjr_19489,2290,Archives of Women's Mental Health,journal,"14341816, 14351102","1,439",Q1,89,110,274,4734,1334,258,"5,14","43,04",Austria,Western Europe,Springer-Verlag Wien,1998-2022,Obstetrics and Gynecology (Q1); Psychiatry and Mental Health (Q1),Medicine,https://www.springer.com/journal/737
2291_home,3,36,39,0.07692307692307693,2291,sjr_21100338351,2291,IEEE Transactions on Cloud Computing,journal,21687161,"1,439",Q1,61,315,335,9158,1700,330,"4,89","29,07",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2022,Computer Networks and Communications (Q1); Computer Science Applications (Q1); Hardware and Architecture (Q1); Information Systems (Q1); Software (Q1),Computer Science,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6245519
2292_home,2,85,87,0.022988505747126436,2292,sjr_24305,2292,International Journal of Intelligent Systems,journal,"1098111X, 08848173","1,438",Q1,101,488,502,23553,4257,502,"8,52","48,26",United Kingdom,Western Europe,John Wiley and Sons Ltd,1986-2022,Artificial Intelligence (Q1); Human-Computer Interaction (Q1); Software (Q1); Theoretical Computer Science (Q1),Computer Science; Mathematics,https://onlinelibrary.wiley.com/journal/1098111x
2293_home,3,815,818,0.003667481662591687,2293,sjr_12697,2293,International Journal of Obesity,journal,"03070565, 14765497","1,438",Q1,243,274,804,12553,3940,770,"4,88","45,81",United Kingdom,Western Europe,Nature Publishing Group,1977-2022,"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)",Medicine; Nursing,https://www.nature.com/ijo/
2294_home,2,85,87,0.022988505747126436,2294,sjr_88586,2294,Journal of Agricultural Economics,journal,"14779552, 0021857X","1,438",Q1,70,63,135,3431,572,130,"4,16","54,46",United States,Northern America,Wiley-Blackwell,"1928-1931, 1933-1938, 1940, 1946-2022",Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q1),"Agricultural and Biological Sciences; Economics, Econometrics and Finance",https://onlinelibrary.wiley.com/journal/14779552
