Title,"If filter ""v"", otherwise empty",Checked,Areas,Clean Up Areas (filter out unused Categories),URL
Developments in the Built Environment,v,TRUE,Computer Science; Engineering; Materials Science,,https://www.sciencedirect.com/journal/developments-in-the-built-environment
Diabetes,,TRUE,Medicine,,https://diabetes.diabetesjournals.org/
Diabetes and Metabolic Syndrome: Clinical Research and Reviews,,TRUE,Medicine,,https://www.journals.elsevier.com/diabetes-and-metabolic-syndrome-clinical-research-and-reviews
Diabetes and Metabolism,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.sciencedirect.com/journal/diabetes-and-metabolism
Diabetes Care,,TRUE,Medicine; Nursing,,https://care.diabetesjournals.org/
Diabetes Research and Clinical Practice,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.journals.elsevier.com/diabetes-research-and-clinical-practice
Diabetes Technology and Therapeutics,,TRUE,"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine",,https://www.liebertpub.com/loi/dia
Diabetes Therapy,,TRUE,Medicine,,https://www.springer.com/journal/13300
Diabetologia,,TRUE,Medicine,,https://diabetologia-journal.org/
Diabetology and Metabolic Syndrome,,TRUE,Medicine,,https://dmsjournal.biomedcentral.com/
Diagnostic and interventional imaging,,TRUE,Health Professions; Medicine,,https://www.journals.elsevier.com/diagnostic-and-interventional-imaging
Dialogues in Clinical Neuroscience,,TRUE,Medicine; Neuroscience,,https://www.dialogues-cns.org/
Digestive and Liver Disease,,TRUE,Medicine,,https://www.journals.elsevier.com/digestive-and-liver-disease
Digestive Diseases and Sciences,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/journal/10620
Digital Biomarkers,,TRUE,Computer Science; Medicine,,https://karger.com/dib
Digital Communications and Networks,v,TRUE,Computer Science; Social Sciences,,http://www.keaipublishing.com/en/journals/digital-communications-and-networks/
Disability and Health Journal,,TRUE,Medicine,,https://www.journals.elsevier.com/disability-and-health-journal
Discrete and Continuous Dynamical Systems,v,TRUE,Mathematics,,https://www.aimsciences.org/journal/1078-0947
Diseases of the Colon and Rectum,,TRUE,Medicine,,https://journals.lww.com/dcrjournal/pages/default.aspx
Distributed Computing,v,TRUE,Computer Science; Mathematics,,https://www.springer.com/journal/446
DMM Disease Models and Mechanisms,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience",,https://dmm.biologists.org/
DNA Repair,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://www.sciencedirect.com/journal/dna-repair
DNA Research,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://academic.oup.com/dnaresearch
Drug and Alcohol Dependence,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.sciencedirect.com/journal/drug-and-alcohol-dependence
Drug Discovery Today,,TRUE,"Pharmacology, Toxicology and Pharmaceutics",,https://www.sciencedirect.com/journal/drug-discovery-today
Drug Discovery Today: Technologies,,TRUE,"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",,https://www.sciencedirect.com/journal/drug-discovery-today-technologies
Drug Resistance Updates,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.journals.elsevier.com/drug-resistance-updates
Drug Safety,,TRUE,"Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.springer.com/journal/40264
Drugs,,TRUE,Medicine,,https://www.springer.com/journal/40265
Duke Mathematical Journal,v,TRUE,Mathematics,,https://www.dukeupress.edu/duke-mathematical-journal
Ear and Hearing,,TRUE,Health Professions; Medicine,,https://journals.lww.com/ear-hearing/pages/default.aspx
Early Childhood Research Quarterly,,TRUE,Psychology; Social Sciences,,https://www.journals.elsevier.com/early-childhood-research-quarterly
Earth and Planetary Science Letters,v,TRUE,Earth and Planetary Sciences,,https://www.journals.elsevier.com/earth-and-planetary-science-letters
Earth Surface Dynamics,v,TRUE,Earth and Planetary Sciences,,https://www.earth-surface-dynamics.net/
Earth System Dynamics,v,TRUE,Earth and Planetary Sciences,,https://www.earth-system-dynamics.net/
Earth System Governance,v,TRUE,Environmental Science; Social Sciences,,https://www.sciencedirect.com/journal/earth-system-governance
Earth System Science Data,v,TRUE,Earth and Planetary Sciences,,https://www.earth-system-science-data.net/
Earth Systems and Environment,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.springer.com/journal/41748
Earth-Science Reviews,v,TRUE,Earth and Planetary Sciences,,https://www.journals.elsevier.com/earth-science-reviews
Ecological Economics,v,TRUE,"Economics, Econometrics and Finance; Environmental Science",,https://www.journals.elsevier.com/ecological-economics
Ecological Engineering,v,TRUE,Environmental Science,,https://www.journals.elsevier.com/ecological-engineering
Ecological Indicators,,TRUE,Agricultural and Biological Sciences; Decision Sciences; Environmental Science,,https://www.sciencedirect.com/journal/ecological-indicators
Ecological Processes,v,TRUE,Environmental Science,,https://ecologicalprocesses.springeropen.com/
Ecology and Society,v,TRUE,Environmental Science,,https://www.ecologyandsociety.org/
Econometric Theory,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.cambridge.org/core/journals/econometric-theory
Econometrics and Statistics,v,TRUE,"Decision Sciences; Economics, Econometrics and Finance; Mathematics",,https://www.journals.elsevier.com/econometrics-and-statistics
Economic Analysis and Policy,v,TRUE,"Economics, Econometrics and Finance",,https://www.journals.elsevier.com/economic-analysis-and-policy
Economic Geology,v,TRUE,Earth and Planetary Sciences,,https://pubs.geoscienceworld.org/economicgeology
Economic Modelling,v,TRUE,"Economics, Econometrics and Finance",,https://www.sciencedirect.com/journal/economic-modelling
Economic Policy,v,TRUE,"Economics, Econometrics and Finance; Environmental Science",,https://academic.oup.com/economicpolicy
Economic Theory,v,TRUE,"Economics, Econometrics and Finance",,https://www.springer.com/journal/199
Economics and Human Biology,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.journals.elsevier.com/economics-and-human-biology
Economics of Education Review,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.journals.elsevier.com/economics-of-education-review
Economics of Transportation,v,TRUE,"Economics, Econometrics and Finance; Social Sciences",,https://www.journals.elsevier.com/economics-of-transportation
Ecosystem Services,,TRUE,Agricultural and Biological Sciences; Environmental Science; Social Sciences,,https://www.sciencedirect.com/journal/ecosystem-services
Ecosystems,,TRUE,Agricultural and Biological Sciences; Environmental Science,,https://www.springer.com/journal/10021
Ecotoxicology and Environmental Safety,,TRUE,Environmental Science; Medicine,,https://www.journals.elsevier.com/ecotoxicology-and-environmental-safety
Educacion XX1,v,TRUE,Social Sciences,,http://revistas.uned.es/index.php/educacionXX1/index
Education and Information Technologies,v,TRUE,Social Sciences,,https://www.springer.com/journal/10639
Education Finance and Policy,v,TRUE,Social Sciences,,https://www.mitpressjournals.org/loi/edfp
"Educational Assessment, Evaluation and Accountability",v,TRUE,"Business, Management and Accounting; Social Sciences",,https://www.springer.com/journal/11092
Educational Psychology Review,,TRUE,Psychology; Social Sciences,,https://www.springer.com/journal/10648
Educational Research Review,v,TRUE,Social Sciences,,https://www.sciencedirect.com/journal/educational-research-review
Educational Studies in Mathematics,v,TRUE,Mathematics; Social Sciences,,https://www.springer.com/journal/10649
Educational Technology and Society,v,TRUE,Engineering; Social Sciences,,https://www.j-ets.net/home
Educational Technology Research and Development,v,TRUE,Social Sciences,,https://www.springer.com/journal/11423
EFORT Open Reviews,,TRUE,Medicine,,https://online.boneandjoint.org.uk/journal/eor
EJNMMI Radiopharmacy and Chemistry,,TRUE,"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://ejnmmipharmchem.springeropen.com/
Electoral Studies,v,TRUE,Social Sciences,,https://www.journals.elsevier.com/electoral-studies
Electric Power Systems Research,v,TRUE,Energy; Engineering,,https://www.journals.elsevier.com/electric-power-systems-research
Electrochemical Energy Reviews,v,TRUE,Chemical Engineering; Chemistry; Energy; Materials Science,,https://www.springer.com/journal/41918
Electrochemistry Communications,v,TRUE,Chemistry,,https://www.journals.elsevier.com/electrochemistry-communications
Electrochimica Acta,v,TRUE,Chemical Engineering; Chemistry,,https://www.journals.elsevier.com/electrochimica-acta
Electronic Commerce Research and Applications,v,TRUE,"Business, Management and Accounting; Computer Science",,https://www.sciencedirect.com/journal/electronic-commerce-research-and-applications
Electronic Journal of Probability,v,TRUE,Decision Sciences; Mathematics,,https://imstat.org/journals-and-publications/electronic-journal-of-probability/
Electronic Journal of Statistics,v,TRUE,Decision Sciences; Mathematics,,https://imstat.org/journals-and-publications/electronic-journal-of-statistics/
Electronic Markets,v,TRUE,"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance",,https://www.springer.com/journal/12525
Elementa,v,TRUE,Earth and Planetary Sciences; Environmental Science,,https://www.elementascience.org/
Elements,v,TRUE,Earth and Planetary Sciences,,http://elementsmagazine.org/
eLife,,TRUE,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience",,https://elifesciences.org/magazine
ELT Journal,,TRUE,Psychology; Social Sciences,,https://academic.oup.com/eltj
Emerging Contaminants,,TRUE,"Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",,https://www.sciencedirect.com/journal/emerging-contaminants
Emerging Infectious Diseases,,TRUE,Medicine,,https://wwwnc.cdc.gov/eid/
Emerging Markets Review,v,TRUE,"Business, Management and Accounting; Economics, Econometrics and Finance",,https://www.journals.elsevier.com/emerging-markets-review/
EMS Surveys in Mathematical Sciences,v,TRUE,Mathematics,,https://ems.press/journals/emss
Endangered Species Research,v,TRUE,Environmental Science,,https://www.int-res.com/journals/esr/esr-home/
Endocrine Pathology,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.springer.com/journal/12022
Endocrine Reviews,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://academic.oup.com/edrv
Endocrine-Related Cancer,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://erc.bioscientifica.com/
Endocrinology,,TRUE,"Biochemistry, Genetics and Molecular Biology",,https://academic.oup.com/endo
Endocrinology and Metabolism Clinics of North America,,TRUE,"Biochemistry, Genetics and Molecular Biology; Medicine",,https://www.sciencedirect.com/journal/endocrinology-and-metabolism-clinics-of-north-america
Endoscopic Ultrasound,,TRUE,Medicine,,http://www.eusjournal.com/aboutus.asp
Endoscopy,,TRUE,Medicine,,https://endoscopy.thieme.com/
Energy,v,TRUE,Energy; Engineering; Environmental Science; Mathematics,,https://www.journals.elsevier.com/energy
Energy and AI,v,TRUE,Computer Science; Energy; Engineering,,https://www.sciencedirect.com/journal/energy-and-ai
Energy and Buildings,v,TRUE,Engineering,,https://www.sciencedirect.com/journal/energy-and-buildings
Energy and Built Environment,v,TRUE,Energy; Engineering; Social Sciences,,https://www.sciencedirect.com/journal/energy-and-built-environment
Energy and Environmental Science,v,TRUE,Energy; Environmental Science,,https://www.rsc.org/journals-books-databases/about-journals/energy-environmental-science/
Energy Conversion and Management,v,TRUE,Energy,,https://www.journals.elsevier.com/energy-conversion-and-management
Energy Conversion and Management: X,v,TRUE,Energy,,https://www.journals.elsevier.com/energy-conversion-and-management-x
Energy Economics,v,TRUE,"Economics, Econometrics and Finance; Energy",,http://www.elsevier.com/wps/find/journaldescription.cws_home/30413/description#description
Energy for Sustainable Development,v,TRUE,Energy; Environmental Science; Social Sciences,,https://www.journals.elsevier.com/energy-for-sustainable-development
Energy Journal,v,TRUE,"Economics, Econometrics and Finance; Energy",,https://www.iaee.org/en/publications/scope.aspx
Energy Policy,v,TRUE,Energy; Environmental Science,,https://www.journals.elsevier.com/energy-policy
Energy Reports,v,TRUE,Energy,,https://www.journals.elsevier.com/energy-reports
Energy Research and Social Science,v,TRUE,Energy; Social Sciences,,https://www.journals.elsevier.com/energy-research-and-social-science/
Energy Storage Materials,v,TRUE,Energy; Materials Science,,https://www.journals.elsevier.com/energy-storage-materials
Energy Strategy Reviews,v,TRUE,Energy,,https://www.journals.elsevier.com/energy-strategy-reviews
"Energy, Sustainability and Society",v,TRUE,Energy; Social Sciences,,https://energsustainsoc.biomedcentral.com/
EnergyChem,v,TRUE,Chemistry; Energy; Materials Science,,https://www.sciencedirect.com/journal/energychem
eNeuro,,TRUE,Medicine; Neuroscience,,http://www.eneuro.org/
Engineered Regeneration,,TRUE,Engineering; Materials Science; Medicine,,https://www.sciencedirect.com/journal/engineered-regeneration
Engineered Science,v,TRUE,Chemistry; Computer Science; Energy; Engineering; Materials Science; Mathematics,,https://www.espublisher.com/journals/id/engineered-science
