page_id,violations,passes,total_checks,failure_rate,id,source_id,rank,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022,total_docs_3years,total_refs,total_cites_3years,citable_docs_3years,cites_per_doc_2years,ref_per_doc,country,region,publisher,coverage,categories,areas,url,is_filter
2128_home,2,76,78,0.02564102564102564,2128,sjr_21101023387,2128,Batteries and Supercaps,journal,25666223,"1,502",Q1,30,197,398,12598,2251,373,"5,66","63,95",Germany,Western Europe,Wiley-VCH Verlag,2018-2022,Electrical and Electronic Engineering (Q1); Electrochemistry (Q1); Energy Engineering and Power Technology (Q1),Chemistry; Energy; Engineering,https://chemistry-europe.onlinelibrary.wiley.com/journal/25666223,False
2129_home,24,601,625,0.0384,2129,sjr_26082,2129,European Journal of Endocrinology,journal,"1479683X, 08044643","1,502",Q1,166,184,622,7708,3456,581,"5,11","41,89",United Kingdom,Western Europe,BioScientifica Ltd.,1994-2022,"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine",https://eje.bioscientifica.com/,False
2131_home,1,233,234,0.004273504273504274,2131,sjr_25334,2131,Journal of Substance Abuse Treatment,journal,"18736483, 07405472","1,502",Q1,116,213,596,10485,2430,578,"3,99","49,23",United States,Northern America,Elsevier,1984-2022,Clinical Psychology (Q1); Medicine (miscellaneous) (Q1); Psychiatry and Mental Health (Q1),Medicine; Psychology,http://www.elsevier.com/wps/find/journaldescription.cws_home/525475/description#description,False
2132_home,2,85,87,0.022988505747126436,2132,sjr_17843,2132,Radiographics,journal,"15271323, 02715333","1,502",Q1,193,209,509,8530,2389,383,"3,60","40,81",United States,Northern America,Radiological Society of North America Inc.,1985-2022,"Medicine (miscellaneous) (Q1); Radiology, Nuclear Medicine and Imaging (Q1)",Medicine,https://pubs.rsna.org/journal/radiographics,False
2134_home,1,32,33,0.030303030303030304,2134,sjr_17557,2134,"Journal of Money, Credit and Banking",journal,"15384616, 00222879","1,501",Q1,119,140,240,6040,489,237,"1,71","43,14",United States,Northern America,Wiley-Blackwell,1996-2022,Accounting (Q1); Economics and Econometrics (Q1); Finance (Q1),"Business, Management and Accounting; Economics, Econometrics and Finance",http://www.wiley.com/bw/journal.asp?ref=0022-2879,False
2136_home,2,85,87,0.022988505747126436,2136,sjr_14283,2136,"Proteins: Structure, Function and Bioinformatics",journal,"10970134, 08873585","1,500",Q1,203,185,438,10237,1655,434,"3,45","55,34",United States,Northern America,Wiley-Liss Inc.,1986-2022,Biochemistry (Q1); Molecular Biology (Q1); Structural Biology (Q2),"Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/10970134,False
2138_home,4,408,412,0.009708737864077669,2138,sjr_15931,2138,"Journal of Health Politics, Policy and Law",journal,"15271927, 03616878","1,498",Q1,60,36,141,2078,475,128,"3,96","57,72",United States,Northern America,Duke University Press,1976-2022,Health Policy (Q1),Medicine,https://read.dukeupress.edu/jhppl,False
2140_home,7,673,680,0.010294117647058823,2140,sjr_19700201524,2140,Stem Cell Research and Therapy,journal,17576512,"1,498",Q1,106,513,1486,33244,11541,1478,"7,16","64,80",United Kingdom,Western Europe,BioMed Central Ltd.,2010-2022,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q1)","Biochemistry, Genetics and Molecular Biology; Medicine",https://stemcellres.biomedcentral.com/,False
2141_home,2,85,87,0.022988505747126436,2141,sjr_4000148904,2141,Acta Physiologica,journal,"17481716, 17481708","1,497",Q1,127,131,497,6964,1916,313,"4,09","53,16",United Kingdom,Western Europe,John Wiley and Sons,2006-2022,Physiology (Q1),"Biochemistry, Genetics and Molecular Biology",https://onlinelibrary.wiley.com/journal/17481716,False
2142_home,2,85,87,0.022988505747126436,2142,sjr_22486,2142,R and D Management,journal,"14679310, 00336807","1,497",Q1,112,70,133,5071,1049,128,"7,81","72,44",United Kingdom,Western Europe,Wiley-Blackwell,1970-2022,"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)","Business, Management and Accounting",https://onlinelibrary.wiley.com/journal/14679310,False
2143_home,2,85,87,0.022988505747126436,2143,sjr_28466,2143,Economic History Review,journal,"00130117, 14680289","1,496",Q1,57,73,139,5245,282,136,"1,99","71,85",United Kingdom,Western Europe,Wiley-Blackwell,1927-2022,Economics and Econometrics (Q1); History (Q1),"Arts and Humanities; Economics, Econometrics and Finance",https://onlinelibrary.wiley.com/journal/14680289,False
2145_home,4,117,121,0.03305785123966942,2145,sjr_5700165201,2145,Diabetes and Metabolic Syndrome: Clinical Research and Reviews,journal,"18780334, 18714021","1,495",Q1,71,238,1240,8773,8615,1130,"9,15","36,86",Netherlands,Western Europe,Elsevier,2007-2022,"Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1); Medicine (miscellaneous) (Q1)",Medicine,https://www.journals.elsevier.com/diabetes-and-metabolic-syndrome-clinical-research-and-reviews,False
2147_home,9,746,755,0.011920529801324504,2147,sjr_21100901769,2147,General Psychiatry,journal,2517729X,"1,495",Q1,36,53,182,1985,875,157,"4,69","37,45",United Kingdom,Western Europe,BMJ Publishing Group,2018-2022,Neurology (Q1); Neurology (clinical) (Q1); Psychiatry and Mental Health (Q1),Medicine; Neuroscience,https://gpsych.bmj.com/,False
2149_home,6,539,545,0.011009174311926606,2149,sjr_15877,2149,Journal of Community Health,journal,"00945145, 15733610","1,494",Q1,74,145,453,4813,2416,448,"6,49","33,19",Netherlands,Western Europe,Springer,1975-2022,"Health (social science) (Q1); Public Health, Environmental and Occupational Health (Q1)",Medicine; Social Sciences,https://www.springer.com/journal/10900,False
2151_home,4,117,121,0.03305785123966942,2151,sjr_21376,2151,Vaccine,journal,"0264410X, 18732518","1,493",Q1,205,1002,3180,36535,14511,2915,"5,13","36,46",Netherlands,Western Europe,Elsevier,1983-2022,"Immunology and Microbiology (miscellaneous)  (Q1); Infectious Diseases (Q1); Molecular Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Veterinary (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Veterinary",https://www.sciencedirect.com/journal/vaccine,False
2154_home,6,533,539,0.011131725417439703,2154,sjr_21100899528,2154,Adolescent Research Review,journal,"23638354, 23638346","1,491",Q1,27,33,73,2876,410,72,"5,57","87,15",Switzerland,Western Europe,Springer,2016-2022,"Developmental and Educational Psychology (Q1); Pediatrics, Perinatology and Child Health (Q1); Psychiatry and Mental Health (Q1); Social Sciences (miscellaneous) (Q1)",Medicine; Psychology; Social Sciences,https://www.springer.com/journal/40894,False
2155_home,3,36,39,0.07692307692307693,2155,sjr_26027,2155,IEEE Transactions on Circuits and Systems for Video Technology,journal,10518215,"1,491",Q1,180,830,1041,38728,8714,1030,"8,43","46,66",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,1991-2022,Electrical and Electronic Engineering (Q1); Media Technology (Q1),Engineering,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=76,False
2156_home,2,85,87,0.022988505747126436,2156,sjr_24309,2156,International Journal of Neural Systems,journal,01290657,"1,491",Q1,70,72,225,4561,1383,200,"6,58","63,35",Singapore,Asiatic Region,World Scientific Publishing Co. Pte Ltd,"1993-1997, 1999-2022",Computer Networks and Communications (Q1); Medicine (miscellaneous) (Q1),Computer Science; Medicine,https://www.worldscientific.com/worldscinet/ijns,False
2157_home,35,830,865,0.04046242774566474,2157,sjr_19200157106,2157,Journal of Addiction Medicine,journal,"19320620, 19353227","1,491",Q1,53,198,366,5169,1497,324,"4,20","26,11",United States,Northern America,Lippincott Williams and Wilkins,2007-2022,Medicine (miscellaneous) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1),Medicine,https://journals.lww.com/journaladdictionmedicine/pages/default.aspx,False
2158_home,2,14,16,0.125,2158,sjr_25696,2158,Nonlinearity,journal,"09517715, 13616544","1,491",Q1,94,208,705,7820,1275,705,"1,63","37,60",United Kingdom,Western Europe,IOP Publishing Ltd.,1988-2022,Applied Mathematics (Q1); Mathematical Physics (Q1); Physics and Astronomy (miscellaneous) (Q1); Statistical and Nonlinear Physics (Q1),Mathematics; Physics and Astronomy,http://www.iop.org/EJ/journal/Non,False
215_home,3,36,39,0.07692307692307693,215,sjr_18933,215,IEEE Transactions on Wireless Communications,journal,15361276,"5,662",Q1,241,949,1588,31379,18793,1587,"11,49","33,07",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2002-2022,Applied Mathematics (Q1); Computer Science Applications (Q1); Electrical and Electronic Engineering (Q1),Computer Science; Engineering; Mathematics,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7693,False
2160_home,2,76,78,0.02564102564102564,2160,sjr_21100239615,2160,Wiley Interdisciplinary Reviews: Energy and Environment,journal,"20418396, 2041840X","1,491",Q1,47,39,77,4253,469,74,"7,26","109,05",United Kingdom,Western Europe,John Wiley and Sons,2012-2022,"Environmental Science (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Environmental Science,https://onlinelibrary.wiley.com/journal/2041840x,False
2161_home,2,85,87,0.022988505747126436,2161,sjr_12604,2161,American Naturalist,journal,"00030147, 15375323","1,490",Q1,224,158,472,12713,1533,448,"2,89","80,46",United States,Northern America,University of Chicago,"1946-1948, 1960-1961, 1973-1975, 1978-1979, 1981-2022","Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences,https://www.journals.uchicago.edu/toc/an/current,False
2162_home,2,85,87,0.022988505747126436,2162,sjr_12773,2162,British Journal of Mathematical and Statistical Psychology,journal,"00071102, 20448317","1,490",Q1,56,33,95,1634,316,94,"3,07","49,52",United States,Northern America,Wiley-Blackwell,1965-2022,Arts and Humanities (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Psychology (miscellaneous) (Q1); Statistics and Probability (Q1),Arts and Humanities; Mathematics; Medicine; Psychology,https://onlinelibrary.wiley.com/journal/20448317,False
2163_home,4,117,121,0.03305785123966942,2163,sjr_24024,2163,Marine Pollution Bulletin,journal,"0025326X, 18793363","1,490",Q1,210,1111,3000,76431,20388,2972,"6,20","68,79",United Kingdom,Western Europe,Elsevier,1970-2022,Aquatic Science (Q1); Oceanography (Q1); Pollution (Q1),Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science,https://www.sciencedirect.com/journal/marine-pollution-bulletin,False
2164_home,44,399,443,0.09932279909706546,2164,sjr_19900193739,2164,Nucleic Acid Therapeutics,journal,"21593345, 21593337","1,490",Q1,73,46,118,2358,472,115,"3,95","51,26",United States,Northern America,Mary Ann Liebert Inc.,2011-2022,Biochemistry (Q1); Drug Discovery (Q1); Genetics (Q1); Molecular Biology (Q1); Molecular Medicine (Q1),"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics",https://home.liebertpub.com/publications/nucleic-acid-therapeutics/601/overview,False
2165_home,52,901,953,0.05456453305351522,2165,sjr_19209,2165,Current Opinion in Rheumatology,journal,"15316963, 10408711","1,489",Q1,123,54,250,1725,1243,244,"4,82","31,94",United States,Northern America,Lippincott Williams and Wilkins,1989-2022,Rheumatology (Q1),Medicine,https://journals.lww.com/co-rheumatology/pages/default.aspx,False
2166_home,14,506,520,0.026923076923076925,2166,sjr_19400157151,2166,DMM Disease Models and Mechanisms,journal,"17548403, 17548411","1,489",Q1,99,204,491,13032,1820,426,"3,32","63,88",United Kingdom,Western Europe,Company of Biologists Ltd,2008-2023,"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology and Microbiology (miscellaneous)  (Q1); Medicine (miscellaneous) (Q1); Neuroscience (miscellaneous) (Q1)","Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience",https://dmm.biologists.org/,False
2167_home,51,461,512,0.099609375,2167,sjr_21101019267,2167,Pathogens and Immunity,journal,24692964,"1,489",Q1,19,18,57,718,305,49,"6,82","39,89",United States,Northern America,Case Western Reserve University,2016-2022,Immunology and Allergy (Q1); Infectious Diseases (Q1); Microbiology (medical) (Q1); Molecular Biology (Q1); Immunology (Q2),"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine",https://www.paijournal.com/index.php/paijournal,False
2169_home,6,566,572,0.01048951048951049,2169,sjr_14676,2169,Infection,journal,"03008126, 14390973","1,488",Q1,84,258,435,7279,2284,383,"6,42","28,21",Germany,Western Europe,Urban und Vogel,1973-2022,Infectious Diseases (Q1); Medicine (miscellaneous) (Q1); Microbiology (medical) (Q1),Medicine,https://www.springer.com/journal/15010,False
216_home,3,36,39,0.07692307692307693,216,sjr_110561,216,Proceedings of the IEEE International Conference on Computer Vision,conference and proceedings,15505499,"5,662",-,313,0,3061,0,52925,3055,"8,34","0,00",United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,"1995, 1998-1999, 2001, 2003, 2005, 2007, 2009, 2011, 2013, 2015-2017, 2019, 2021",Computer Vision and Pattern Recognition; Software,Computer Science,http://ieeexplore.ieee.org/xpl/conhome.jsp?punumber=1000149,False
2170_home,4,117,121,0.03305785123966942,2170,sjr_20648,2170,Thrombosis Research,journal,"00493848, 18792472","1,487",Q1,124,277,1144,10792,5196,776,"5,05","38,96",United Kingdom,Western Europe,Elsevier,1972-2022,Hematology (Q1),Medicine,https://www.journals.elsevier.com/thrombosis-research,False
2171_home,21,731,752,0.027925531914893616,2171,sjr_19393,2171,BJU International,journal,"14644096, 1464410X","1,486",Q1,160,281,871,6695,3121,647,"3,56","23,83",United Kingdom,Western Europe,Wiley-Blackwell,1929-2022,Urology (Q1),Medicine,https://www.bjuinternational.com/,False
2172_home,174,1903,2077,0.08377467501203659,2172,sjr_21100861038,2172,Non-coding RNA,journal,2311553X,"1,486",Q1,33,81,182,5988,937,174,"4,20","73,93",Switzerland,Western Europe,MDPI AG,2015-2022,Biochemistry (Q1); Genetics (Q1); Molecular Biology (Q1),"Biochemistry, Genetics and Molecular Biology",https://www.mdpi.com/journal/ncrna,False
2173_home,6,571,577,0.010398613518197574,2173,sjr_20106,2173,CNS Drugs,journal,"11791934, 11727047","1,485",Q1,122,88,271,7209,1572,261,"5,69","81,92",United Kingdom,Western Europe,Adis Journals,1994-2022,Neurology (clinical) (Q1); Pharmacology (medical) (Q1); Psychiatry and Mental Health (Q1),Medicine,https://www.springer.com/journal/40263,False
2175_home,2,85,87,0.022988505747126436,2175,sjr_21100981214,2175,Bioengineering and Translational Medicine,journal,23806761,"1,484",Q1,20,128,90,8702,685,79,"7,61","67,98",United States,Northern America,John Wiley and Sons,2020-2022,Biomedical Engineering (Q1); Biotechnology (Q1); Pharmaceutical Science (Q1),"Biochemistry, Genetics and Molecular Biology; Engineering; Pharmacology, Toxicology and Pharmaceutics",https://aiche.onlinelibrary.wiley.com/journal/23806761,False
2179_home,4,117,121,0.03305785123966942,2179,sjr_22504,2179,Canadian Journal of Cardiology,journal,"19167075, 0828282X","1,482",Q1,104,303,961,10898,3145,684,"3,74","35,97",Canada,Northern America,Elsevier,1985-2022,Cardiology and Cardiovascular Medicine (Q1),Medicine,https://www.journals.elsevier.com/canadian-journal-of-cardiology,False
217_home,2,85,87,0.022988505747126436,217,sjr_19133,217,Annual Review of Entomology,journal,"00664170, 15454487","5,655",Q1,217,25,72,3306,1531,69,"23,56","132,24",United States,Northern America,Annual Reviews Inc.,"1961-1963, 1966-1967, 1969-1979, 1981-2022","Ecology, Evolution, Behavior and Systematics (Q1); Insect Science (Q1)",Agricultural and Biological Sciences,https://www.annualreviews.org/journal/ento,False
2181_home,2,85,87,0.022988505747126436,2181,sjr_18130,2181,Sociology,journal,"00380385, 14698684","1,482",Q1,123,140,196,6482,884,195,"3,63","46,30",United Kingdom,Western Europe,SAGE Publications,1967-2022,Sociology and Political Science (Q1),Social Sciences,https://journals.sagepub.com/home/soc,False
2182_home,2,85,87,0.022988505747126436,2182,sjr_14117,2182,European Journal of Social Psychology,journal,"10990992, 00462772","1,481",Q1,127,86,277,6358,1186,273,"4,15","73,93",United Kingdom,Western Europe,John Wiley and Sons,1971-2022,Social Psychology (Q1),Psychology,https://onlinelibrary.wiley.com/journal/10990992,False
2183_home,4,117,121,0.03305785123966942,2183,sjr_24807,2183,Neurocomputing,journal,09252312,"1,481",Q1,177,1427,4358,80845,30441,4310,"6,75","56,65",Netherlands,Western Europe,Elsevier,1989-2022,Artificial Intelligence (Q1); Cognitive Neuroscience (Q1); Computer Science Applications (Q1),Computer Science; Neuroscience,https://www.journals.elsevier.com/neurocomputing,False
