domain_name,domain_type,agency,organization_name,city,state,security_contact_email,url,name,website_id,page_type,page_id
scra.gov,Federal - Executive,Department of Justice,Department of Justice,Potomac,MD,Responsible_Disclosure@usdoj.gov,https://scra.gov,scra.gov,scra-gov,home,0
seized.gov,Federal - Executive,Department of Justice,Federal Bureau of Investigation,Washington,DC,(blank),https://seized.gov,seized.gov,seized-gov,home,0
servicemembers.gov,Federal - Executive,Department of Justice,Civil Rights Division,Potomac,MD,Responsible_Disclosure@usdoj.gov,https://servicemembers.gov,servicemembers.gov,servicemembers-gov,home,0
smart.gov,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,https://smart.gov,smart.gov,smart-gov,home,0
tribaljusticeandsafety.gov,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,https://tribaljusticeandsafety.gov,tribaljusticeandsafety.gov,tribaljusticeandsafety-gov,home,0
tsc.gov,Federal - Executive,Department of Justice,Terrorist Screening Center,Washington,DC,(blank),https://tsc.gov,tsc.gov,tsc-gov,home,0
ucrdatatool.gov,Federal - Executive,Department of Justice,Office of Justice Programs,Washington,DC,Responsible_Disclosure@usdoj.gov,https://ucrdatatool.gov,ucrdatatool.gov,ucrdatatool-gov,home,0
unicor.gov,Federal - Executive,Department of Justice,Unicor,Washington,DC,Responsible_Disclosure@usdoj.gov,https://unicor.gov,unicor.gov,unicor-gov,home,0
usdoj.gov,Federal - Executive,Department of Justice,Office of the Chief Information Officer,Washington,DC,Responsible_Disclosure@usdoj.gov,https://usdoj.gov,usdoj.gov,usdoj-gov,home,0
userra.gov,Federal - Executive,Department of Justice,Civil Rights Division,Potomac,MD,Responsible_Disclosure@usdoj.gov,https://userra.gov,userra.gov,userra-gov,home,0
usmarshals.gov,Federal - Executive,Department of Justice,U.S. Marshals Service,Arlington,VA,USMS-ITD-SwAssetMgmt@usdoj.gov,https://usmarshals.gov,usmarshals.gov,usmarshals-gov,home,0
vcf.gov,Federal - Executive,Department of Justice,Department of Justice,Washington,DC,Responsible_Disclosure@usdoj.gov,https://vcf.gov,vcf.gov,vcf-gov,home,0
vehiclehistory.gov,Federal - Executive,Department of Justice,Office of Justice Programs,Potomac,MD,Responsible_Disclosure@usdoj.gov,https://vehiclehistory.gov,vehiclehistory.gov,vehiclehistory-gov,home,0
apprenticeship.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://apprenticeship.gov,apprenticeship.gov,apprenticeship-gov,home,0
apprenticeships.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://apprenticeships.gov,apprenticeships.gov,apprenticeships-gov,home,0
benefits.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://benefits.gov,benefits.gov,benefits-gov,home,0
bls.gov,Federal - Executive,Department of Labor,Bureau of Labor Statistics,Washington,DC,m-DOLCSIRC@dol.gov,https://bls.gov,bls.gov,bls-gov,home,0
dol-esa.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://dol-esa.gov,dol-esa.gov,dol-esa-gov,home,0
doleta.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://doleta.gov,doleta.gov,doleta-gov,home,0
dol.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://dol.gov,dol.gov,dol-gov,home,0
employer.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://employer.gov,employer.gov,employer-gov,home,0
goodjobs.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-dolscirc@dol.gov,https://goodjobs.gov,goodjobs.gov,goodjobs-gov,home,0
govloans.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://govloans.gov,govloans.gov,govloans-gov,home,0
hirevets.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://hirevets.gov,hirevets.gov,hirevets-gov,home,0
jobcorps.gov,Federal - Executive,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Washington,DC,m-DOLCSIRC@dol.gov,https://jobcorps.gov,jobcorps.gov,jobcorps-gov,home,0
labor.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://labor.gov,labor.gov,labor-gov,home,0
migrantworker.gov,Federal - Executive,Department of Labor,Bureau of International Labor Affairs,Washington,DC,m-dolscirc@dol.gov,https://migrantworker.gov,migrantworker.gov,migrantworker-gov,home,0
msha.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Arlington,VA,m-DOLCSIRC@dol.gov,https://msha.gov,msha.gov,msha-gov,home,0
mshastanddown.gov,Federal - Executive,Department of Labor,Mine Safety and Health Administration,Washington,DC,m-dolscirc@dol.gov,https://mshastanddown.gov,mshastanddown.gov,mshastanddown-gov,home,0
osha.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://osha.gov,osha.gov,osha-gov,home,0
persuader-reports.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,moritz.russell@dol.gov,https://persuader-reports.gov,persuader-reports.gov,persuader-reports-gov,home,0
trabajadormigrante.gov,Federal - Executive,Department of Labor,Bureau of International Labor Affairs,Washington,DC,m-dolscirc@dol.gov,https://trabajadormigrante.gov,trabajadormigrante.gov,trabajadormigrante-gov,home,0
trainingproviderresults.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://trainingproviderresults.gov,trainingproviderresults.gov,trainingproviderresults-gov,home,0
ui.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,M-DOLSCIRC@DOL.GOV,https://ui.gov,ui.gov,ui-gov,home,0
unemployment.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,M-DOLSCIRC@DOL.GOV,https://unemployment.gov,unemployment.gov,unemployment-gov,home,0
unionreports.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-dolcsirc@dol.gov,https://unionreports.gov,unionreports.gov,unionreports-gov,home,0
veterans.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://veterans.gov,veterans.gov,veterans-gov,home,0
whistleblowers.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://whistleblowers.gov,whistleblowers.gov,whistleblowers-gov,home,0
workcenter.gov,Federal - Executive,Department of Labor,Office of the Assistant Secretary for Administration & Management,Washington,DC,m-dolscirc@dol.gov,https://workcenter.gov,workcenter.gov,workcenter-gov,home,0
worker.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://worker.gov,worker.gov,worker-gov,home,0
wrp.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://wrp.gov,wrp.gov,wrp-gov,home,0
youthrules.gov,Federal - Executive,Department of Labor,Office of the Chief Information Officer,Washington,DC,m-DOLCSIRC@dol.gov,https://youthrules.gov,youthrules.gov,youthrules-gov,home,0
america.gov,Federal - Executive,Department of State,Bureau of Global Public Affairs (GPA),Washington,DC,VDPSubmission@state.gov,https://america.gov,america.gov,america-gov,home,0
devtestfan1.gov,Federal - Executive,Department of State,Bureau of Information Resources Management (IRM),Washington,DC,VDPSubmission@state.gov,https://devtestfan1.gov,devtestfan1.gov,devtestfan1-gov,home,0
fan.gov,Federal - Executive,Department of State,Bureau of Information Resources Management (IRM),Washington,DC,VDPSubmission@state.gov,https://fan.gov,fan.gov,fan-gov,home,0
fsgb.gov,Federal - Executive,Department of State,Foreign Service Grievance Board (S/FSGB),Washington,DC,VDPSubmission@state.gov,https://fsgb.gov,fsgb.gov,fsgb-gov,home,0
iawg.gov,Federal - Executive,Department of State,Bureau of East Asian and Pacific Affairs (EAP),Washington,DC,VDPSubmission@state.gov,https://iawg.gov,iawg.gov,iawg-gov,home,0
ibwc.gov,Federal - Executive,Department of State,Bureau of Western Hemisphere Affairs (WHA),El Paso,TX,VDPSubmission@state.gov,https://ibwc.gov,ibwc.gov,ibwc-gov,home,0
osac.gov,Federal - Executive,Department of State,Bureau of Diplomatic Security (DS),Washington,DC,VDPSubmission@state.gov,https://osac.gov,osac.gov,osac-gov,home,0
pepfar.gov,Federal - Executive,Department of State,Bureau of Global Public Affairs (GPA),Washington,DC,VDPSubmission@state.gov,https://pepfar.gov,pepfar.gov,pepfar-gov,home,0
preprodfan.gov,Federal - Executive,Department of State,Bureau of Information Resources Management (IRM),Washington,DC,VDPSubmission@state.gov,https://preprodfan.gov,preprodfan.gov,preprodfan-gov,home,0
securitytestfan.gov,Federal - Executive,Department of State,Bureau of Information Resources Management (IRM),Washington,DC,VDPSubmission@state.gov,https://securitytestfan.gov,securitytestfan.gov,securitytestfan-gov,home,0
state.gov,Federal - Executive,Department of State,Bureau of Global Public Affairs (GPA),Washington,DC,VDPSubmission@state.gov,https://state.gov,state.gov,state-gov,home,0
stateoig.gov,Federal - Executive,Department of State,Office of the Inspector General,Arlington,VA,cirt@stateoig.gov,https://stateoig.gov,stateoig.gov,stateoig-gov,home,0
supportfan.gov,Federal - Executive,Department of State,Bureau of Information Resources Management (IRM),Washington,DC,VDPSubmission@state.gov,https://supportfan.gov,supportfan.gov,supportfan-gov,home,0
usaseanconnect.gov,Federal - Executive,Department of State,U.S. - ASEAN Connect,Jakarta,Ja,VDPSubmission@state.gov,https://usaseanconnect.gov,usaseanconnect.gov,usaseanconnect-gov,home,0
usconsulate.gov,Federal - Executive,Department of State,Bureau of Global Public Affairs (GPA),Washington,DC,VDPSubmission@state.gov,https://usconsulate.gov,usconsulate.gov,usconsulate-gov,home,0
usdoscloud.gov,Federal - Executive,Department of State,Bureau of Information Resources Management (IRM),Washington,DC,VDPSubmission@state.gov,https://usdoscloud.gov,usdoscloud.gov,usdoscloud-gov,home,0
usembassy.gov,Federal - Executive,Department of State,Bureau of Global Public Affairs (GPA),Washington,DC,VDPSubmission@state.gov,https://usembassy.gov,usembassy.gov,usembassy-gov,home,0
usmission.gov,Federal - Executive,Department of State,Bureau of Global Public Affairs (GPA),Washington,DC,VDPSubmission@state.gov,https://usmission.gov,usmission.gov,usmission-gov,home,0
acwi.gov,Federal - Executive,Department of the Interior,Advisory Committee on Water Information,Reston,VA,security@usgs.gov,https://acwi.gov,acwi.gov,acwi-gov,home,0
anstaskforce.gov,Federal - Executive,Department of the Interior,Aquatic Nuisance Species Task Force,Arlington,VA,soc@fws.gov,https://anstaskforce.gov,anstaskforce.gov,anstaskforce-gov,home,0
bia.gov,Federal - Executive,Department of the Interior,Bureau of Indian Affairs,Reston,VA,bia_cirt@bia.gov,https://bia.gov,bia.gov,bia-gov,home,0
bie.gov,Federal - Executive,Department of the Interior,Bureau of Indian Education,Reston,VA,security@doi.gov,https://bie.gov,bie.gov,bie-gov,home,0
blm.gov,Federal - Executive,Department of the Interior,Bureau of Land Management - Main Domain,Denver,CO,blm_it_security@blm.gov,https://blm.gov,blm.gov,blm-gov,home,0
boem.gov,Federal - Executive,Department of the Interior,Minerals Management Service,Herndon,VA,bseecirc@bsee.gov,https://boem.gov,boem.gov,boem-gov,home,0
boemre.gov,Federal - Executive,Department of the Interior,Department of the Interior,Washington,DC,bseecirc@bsee.gov,https://boemre.gov,boemre.gov,boemre-gov,home,0
bor.gov,Federal - Executive,Department of the Interior,Bureau of Reclamation,Denver,CO,itsecurity@usbr.gov,https://bor.gov,bor.gov,bor-gov,home,0
bsee.gov,Federal - Executive,Department of the Interior,Minerals Management Service,Herndon,VA,bseecirc@bsee.gov,https://bsee.gov,bsee.gov,bsee-gov,home,0
btfa.gov,Federal - Executive,Department of the Interior,DOI - Bureau of Trust Funds Administration,Washington,DC,btfa_cybersecurity@btfa.gov,https://btfa.gov,btfa.gov,btfa-gov,home,0
conservation.gov,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,security@doi.gov,https://conservation.gov,conservation.gov,conservation-gov,home,0
coralreef.gov,Federal - Executive,Department of the Interior,U.S. Geological Survey,Denver,CO,security@doi.gov,https://coralreef.gov,coralreef.gov,coralreef-gov,home,0
criticalminerals.gov,Federal - Executive,Department of the Interior,US Geological Survey,Reston,VA,security@doi.gov,https://criticalminerals.gov,criticalminerals.gov,criticalminerals-gov,home,0
cupcao.gov,Federal - Executive,Department of the Interior,Bureau of Reclamation,Denver,CO,itsecurity@usbr.gov,https://cupcao.gov,cupcao.gov,cupcao-gov,home,0
doi.gov,Federal - Executive,Department of the Interior,Office of the Chief Information Officer,Washington,DC,security@doi.gov,https://doi.gov,doi.gov,doi-gov,home,0
doioig.gov,Federal - Executive,Department of the Interior,U.S. DEPARTMENT OF INTERIOR / OIG,Herndon,VA,christopher_rollins@doioig.gov,https://doioig.gov,doioig.gov,doioig-gov,home,0
earthquake.gov,Federal - Executive,Department of the Interior,U.S. Geological Survey,Menlo Park,CA,security@doi.gov,https://earthquake.gov,earthquake.gov,earthquake-gov,home,0
evergladesrestoration.gov,Federal - Executive,Department of the Interior,Department of the Interior,Davie,FL,security@usgs.gov,https://evergladesrestoration.gov,evergladesrestoration.gov,evergladesrestoration-gov,home,0
everykidoutdoors.gov,Federal - Executive,Department of the Interior,National Park Service,Washington,DC,NPS_CSIRT_Team@nps.gov,https://everykidoutdoors.gov,everykidoutdoors.gov,everykidoutdoors-gov,home,0
fcg.gov,Federal - Executive,Department of the Interior,Interior Business Center,Denver,CO,security@doi.gov,https://fcg.gov,fcg.gov,fcg-gov,home,0
fgdc.gov,Federal - Executive,Department of the Interior,U.S. Geological Survey,Reston,VA,security@doi.gov,https://fgdc.gov,fgdc.gov,fgdc-gov,home,0
ficor.gov,Federal - Executive,Department of the Interior,National Park Service,Washington,DC,NPS_CSIRT_Team@nps.gov,https://ficor.gov,ficor.gov,ficor-gov,home,0
firecode.gov,Federal - Executive,Department of the Interior,Bureau of Land Management,Boise,ID,blm_it_security@blm.gov,https://firecode.gov,firecode.gov,firecode-gov,home,0
fireleadership.gov,Federal - Executive,Department of the Interior,Department of the Interior,Boise,ID,blm_it_security@blm.gov,https://fireleadership.gov,fireleadership.gov,fireleadership-gov,home,0
firenet.gov,Federal - Executive,Department of the Interior,National Wildfire Coordinating Group,Boise,ID,security@doi.gov,https://firenet.gov,firenet.gov,firenet-gov,home,0
firescience.gov,Federal - Executive,Department of the Interior,Joint Fire Science Program,Boise,ID,blm_it_security@blm.gov,https://firescience.gov,firescience.gov,firescience-gov,home,0
fws.gov,Federal - Executive,Department of the Interior,U.S. Fish and Wildlife Service,Lakewood,CO,soc@fws.gov,https://fws.gov,fws.gov,fws-gov,home,0
gcmrc.gov,Federal - Executive,Department of the Interior,U.S. Geological Survey,Flagstaff,AZ,security@doi.gov,https://gcmrc.gov,gcmrc.gov,gcmrc-gov,home,0
geoplatform.gov,Federal - Executive,Department of the Interior,Department of the Interior,Washington,DC,humberto_salazar@ios.doi.gov,https://geoplatform.gov,geoplatform.gov,geoplatform-gov,home,0
iat.gov,Federal - Executive,Department of the Interior,Office of Aviation Services,Boise,ID,security@doi.gov,https://iat.gov,iat.gov,iat-gov,home,0
indianaffairs.gov,Federal - Executive,Department of the Interior,Bureau of Indian Affairs,Reston,VA,bia_cirt@bia.gov,https://indianaffairs.gov,indianaffairs.gov,indianaffairs-gov,home,0
