,resource_category,website_id,page_id,page_type,page_url,rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs_2022_,total_docs_3years_,total_refs_,total_cites_3years_,citable_docs_3years_,cites_doc_2years_,ref_doc_,region,publisher,coverage,categories,areas,country,url,continent,violations,passes,total_checks,failure_rate
4783,journal,Brittonia,0,home,https://link.springer.com/journal/12228,12560.0,17349.0,Brittonia,journal,"1938436X, 0007196X","0,396",Q2,31.0,46.0,132.0,1609.0,119.0,131.0,"0,90","34,98",Northern America,Springer New York,"1931-1938, 1940-1952, 1954-2022",Plant Science,Agricultural and Biological Sciences,United States,https://www.springer.com/journal/12228,North America,1,1063,1064,0.0009398496240601503
4784,journal,Brunei-International-Medical-Journal,0,home,http://www.bimjonline.com/,23098.0,21100197988.0,Brunei International Medical Journal,journal,"15605876, 20793146","0,133",Q4,6.0,26.0,52.0,396.0,12.0,49.0,"0,16","15,23",Asiatic Region,Ministry of Health and Universiti Brunei Darussalem,2011-2022,Medicine,Medicine,Brunei Darussalam,http://www.bimjonline.com/,Asia,59,1423,1482,0.0398110661268556
4785,journal,Bryologist,0,home,https://complete.bioone.org/journals/the-bryologist,10408.0,17374.0,Bryologist,journal,00072745,"0,495",Q2,53.0,37.0,123.0,1698.0,127.0,123.0,"1,00","45,89",Northern America,American Bryological and Lichenological Society Inc.,"1981-1985, 1990-2022",Plant Science,Agricultural and Biological Sciences,United States,https://complete.bioone.org/journals/the-bryologist,North America,10,769,779,0.012836970474967908
4786,journal,Buffalo-Bulletin,0,home,https://kuojs.lib.ku.ac.th/index.php/BufBu,21727.0,19600157803.0,Buffalo Bulletin,journal,01256726,"0,153",Q4,14.0,79.0,230.0,1884.0,69.0,230.0,"0,28","23,85",Asiatic Region,Kasetsart University,2008-2022,Animal Science and Zoology;Veterinary,Agricultural and Biological Sciences; Veterinary,Thailand,https://kuojs.lib.ku.ac.th/index.php/BufBu,Asia,3,1132,1135,0.0026431718061674008
4787,journal,Bulgarian-Journal-of-Agricultural-Science,0,home,https://www.agrojournal.org/,18384.0,19400157213.0,Bulgarian Journal of Agricultural Science,journal,13100351,"0,216",Q3,28.0,166.0,637.0,5151.0,408.0,637.0,"0,55","31,03",Eastern Europe,Agricultural Academy,2008-2022,Agricultural and Biological Sciences;Veterinary,Agricultural and Biological Sciences; Veterinary,Bulgaria,https://www.agrojournal.org/,Europe,21,441,462,0.045454545454545456
4788,journal,Bulgarian-Journal-of-Psychiatry,0,home,https://bulgarian-journal-of-psychiatry.bg/en/home/,26455.0,21101061922.0,Bulgarian Journal of Psychiatry,journal,"2367881X, 23678828","0,102",Q4,1.0,20.0,18.0,528.0,1.0,16.0,"0,06","26,40",Eastern Europe,Bulgarian Psychiatric Association (BPA),2021-2022,Psychiatry and Mental Health,Medicine,Bulgaria,https://bulgarian-journal-of-psychiatry.bg/en/home/,Europe,9,270,279,0.03225806451612903
4789,journal,Bulletin-Mensuel-de-la-Societe-Linneenne-de-Lyon,0,home,https://www.linneenne-lyon.org/spip3/spip.php?rubrique23,25892.0,21100241676.0,Bulletin Mensuel de la Societe Linneenne de Lyon,journal,03661326,"0,105",Q4,4.0,11.0,7.0,266.0,2.0,6.0,"0,29","24,18",Western Europe,Societe linneenne de Lyon,"2008-2018, 2021-2022",Animal Science and Zoology;Insect Science;Paleontology;Plant Science,Agricultural and Biological Sciences; Earth and Planetary Sciences,France,https://www.linneenne-lyon.org/spip3/spip.php?rubrique23,Europe,4,7,11,0.36363636363636365
4790,journal,Bulletin-de-l-Academie-Nationale-de-Medecine,0,home,https://www.sciencedirect.com/journal/bulletin-de-lacademie-nationale-de-medecine,24044.0,26496.0,Bulletin de l'Academie Nationale de Medecine,journal,00014079,"0,122",Q4,25.0,201.0,468.0,4618.0,85.0,278.0,"0,20","22,98",Western Europe,Elsevier Masson s.r.l.,"1947-1949, 1951-2022",Medicine,Medicine,France,https://www.journals.elsevier.com/bulletin-de-lacademie-nationale-de-medecine,Europe,4,201,205,0.01951219512195122
4791,journal,Bulletin-de-l-Ordre-des-me-amp-x0301-decins,0,home,https://www.sciencedirect.com/browse/journals-and-books,26820.0,19700174713.0,Bulletin de l'Ordre des me&amp;#x0301;decins,journal,00304565,"0,101",Q4,1.0,0.0,34.0,0.0,0.0,25.0,"0,00","0,00",Western Europe,Masson Publishing,"1946-1947, 1949, 2006-2019",Medicine,Medicine,France,https://www.journals.elsevier.com/bulletin-de-lordre-des-medecins,Europe,4,201,205,0.01951219512195122
4792,journal,Bulletin-de-la-Societe-Royale-des-Sciences-de-Liege,0,home,https://www.srsl-ulg.net/,18437.0,24843.0,Bulletin de la Societe Royale des Sciences de Liege,journal,00379565,"0,215",Q3,12.0,13.0,97.0,891.0,35.0,95.0,"0,62","68,54",Western Europe,Societe Royale des Sciences de Liege,"1988, 1996-2021",Multidisciplinary,Multidisciplinary,Belgium,http://www.srsl-ulg.net/,Europe,23,356,379,0.06068601583113457
4793,journal,Bulletin-de-la-Societe-Vaudoise-des-Sciences-Naturelles,0,home,https://wp.unil.ch/svsn/publications/bulletins/,23862.0,37540.0,Bulletin de la Societe Vaudoise des Sciences Naturelles,journal,00379603,"0,124",Q4,11.0,15.0,44.0,350.0,5.0,38.0,"0,06","23,33",Western Europe,Societe Vaudoise des Sciences Naturelles,"1981-2013, 2015, 2017-2019",Multidisciplinary,Multidisciplinary,Switzerland,https://wp.unil.ch/svsn/publications/bulletins/,Europe,30,827,857,0.03500583430571762
4794,journal,Bulletin-of-Botanical-Research,0,home,https://bbr.nefu.edu.cn/EN/rss/showRssInfo.do,27807.0,21101083002.0,Bulletin of Botanical Research,journal,16735102,,-,1.0,114.0,0.0,3628.0,0.0,0.0,"0,00","31,82",Asiatic Region,Editorial Board of Bulletin of Botanical Research,2022,Plant Science,Agricultural and Biological Sciences,China,https://bbr.nefu.edu.cn/EN/rss/showRssInfo.do,Asia,56,457,513,0.10916179337231968
4795,journal,Bulletin-of-Educational-Psychology,0,home,https://ojs.lib.ntnu.edu.tw/index.php/BEP/login,19971.0,21100829905.0,Bulletin of Educational Psychology,journal,10115714,"0,185",Q4,5.0,38.0,102.0,2532.0,58.0,102.0,"0,54","66,63",Asiatic Region,National Taiwan Normal University,2015-2022,Developmental and Educational Psychology,Psychology; Social Sciences,Taiwan,http://ojs.lib.ntnu.edu.tw/index.php/bep/index,Asia,1,288,289,0.0034602076124567475
4796,journal,Bulletin-of-Entomological-Research,0,home,https://www.cambridge.org/core/journals/bulletin-of-entomological-research,9176.0,19704.0,Bulletin of Entomological Research,journal,"14752670, 00074853","0,564",Q2,76.0,85.0,247.0,4869.0,501.0,246.0,"2,18","57,28",Western Europe,Cambridge University Press,1910-2022,Agronomy and Crop Science;Insect Science;Medicine,Agricultural and Biological Sciences; Medicine,United Kingdom,https://www.cambridge.org/core/journals/bulletin-of-entomological-research,Europe,28,1912,1940,0.01443298969072165
4797,journal,Bulletin-of-Environmental-Contamination-and-Toxicology,0,home,https://link.springer.com/journal/128,9041.0,24624.0,Bulletin of Environmental Contamination and Toxicology,journal,"00074861, 14320800","0,572",Q2,80.0,312.0,841.0,11381.0,2429.0,827.0,"2,85","36,48",Northern America,Springer New York,1966-2022,"Health, Toxicology and Mutagenesis;Medicine;Toxicology","Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",United States,https://www.springer.com/journal/128,North America,1,1085,1086,0.0009208103130755065
4798,journal,Bulletin-of-Experimental-Biology-and-Medicine,0,home,https://link.springer.com/journal/10517,17633.0,13843.0,Bulletin of Experimental Biology and Medicine,journal,"00074888, 15738221","0,231",Q3,38.0,314.0,1034.0,4768.0,829.0,1032.0,"0,79","15,18",Northern America,Springer New York,1956-2022,"Biochemistry, Genetics and Molecular Biology;Medicine","Biochemistry, Genetics and Molecular Biology; Medicine",United States,https://www.springer.com/journal/10517,North America,1,969,970,0.0010309278350515464
4799,journal,Bulletin-of-Insectology,0,home,http://www.bulletinofinsectology.org/,13463.0,19700173110.0,Bulletin of Insectology,journal,17218861,"0,359",Q3,39.0,40.0,107.0,1630.0,135.0,106.0,"1,20","40,75",Western Europe,Alma Mater Studiorum  (Bologna),2002-2022,Insect Science,Agricultural and Biological Sciences,Italy,http://www.bulletinofinsectology.org/,Europe,28,197,225,0.12444444444444444
4800,journal,Bulletin-of-Marine-Science,0,home,http://bullmarsci.org/,12131.0,26788.0,Bulletin of Marine Science,journal,00074977,"0,415",Q3,82.0,26.0,144.0,1248.0,203.0,130.0,"1,25","48,00",Northern America,Rosenstiel School of Marine and Atmospheric Science,"1973-1976, 1980-2022",,Agricultural and Biological Sciences; Earth and Planetary Sciences,United States,http://bullmarsci.org/,North America,35,251,286,0.12237762237762238
4801,journal,Bulletin-of-Mathematical-Biology,0,home,https://link.springer.com/journal/11538,8721.0,13845.0,Bulletin of Mathematical Biology,journal,"00928240, 15229602","0,591",Q1,93.0,137.0,462.0,6322.0,951.0,453.0,"2,16","46,15",Northern America,Springer New York,1973-2022,"Agricultural and Biological Sciences;Biochemistry, Genetics and Molecular Biology;Pharmacology;Immunology;Neuroscience","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Environmental Science; Immunology and Microbiology; Mathematics; Neuroscience; Pharmacology, Toxicology and Pharmaceutics",United States,https://www.springer.com/journal/11538,North America,1,1129,1130,0.0008849557522123894
4802,journal,Bulletin-of-National-Institute-of-Health-Sciences,0,home,https://www.nihs.go.jp/library/hakkounen.htm,21366.0,40595.0,Bulletin of National Institute of Health Sciences,journal,13434292,"0,159",Q4,10.0,7.0,24.0,139.0,4.0,24.0,"0,20","19,86",Asiatic Region,National Institute of Health Sciences,"1997-2010, 2012-2021",Medicine,Medicine,Japan,https://www.nihs.go.jp/library/hakkounen.htm,Asia,4,101,105,0.0380952380952381
4803,journal,Bulletin-of-Pharmaceutical-Sciences-Assiut,0,home,https://bpsa.journals.ekb.eg/,24117.0,21100204921.0,Bulletin of Pharmaceutical Sciences. Assiut,journal,11100052,"0,121",Q4,9.0,95.0,88.0,4009.0,26.0,88.0,"0,30","42,20",Africa/Middle East,"Faculty of Pharmacy, Assiut University","2008-2014, 2016, 2018-2022",Pharmaceutical Science;Pharmacology,"Pharmacology, Toxicology and Pharmaceutics",Egypt,https://bpsa.journals.ekb.eg/,Africa,121,2519,2640,0.04583333333333333
4804,journal,Bulletin-of-Tokyo-Dental-College-The,0,home,https://www.tdc.ac.jp/bulletinoftdc/,19732.0,23647.0,"Bulletin of Tokyo Dental College, The",journal,00408891,"0,189",Q4,26.0,15.0,87.0,0.0,50.0,87.0,"0,52","0,00",Asiatic Region,Tokyo Shika Daigaku Gakkai/Tokyo Dental College Society,1965-2022,Medicine,Medicine,Japan,https://www.tdc.ac.jp/bulletinoftdc/,Asia,5,131,136,0.03676470588235294
4805,journal,Bulletin-of-the-American-Museum-of-Natural-History,0,home,http://digitallibrary.amnh.org/handle/2246/7,3291.0,24135.0,Bulletin of the American Museum of Natural History,book series,00030090,"1,155",Q1,61.0,3.0,43.0,1441.0,154.0,20.0,"2,97","480,33",Northern America,American Museum of Natural History Library,1996-2022,Agricultural and Biological Sciences,Agricultural and Biological Sciences; Environmental Science,United States,http://digitallibrary.amnh.org/handle/2246/7,North America,3,7,10,0.3
4806,journal,Bulletin-of-the-British-Ornithologists-Club,0,home,https://boc-online.org/bulletin,19421.0,19700201420.0,Bulletin of the British Ornithologists' Club,journal,00071595,"0,195",Q4,11.0,39.0,114.0,1261.0,37.0,113.0,"0,34","32,33",Western Europe,British Ornithologists' Club,2009-2022,Animal Science and Zoology,Agricultural and Biological Sciences,United Kingdom,https://boc-online.org/bulletin,Europe,15,443,458,0.03275109170305677
4807,journal,Bulletin-of-the-European-Association-of-Fish-Pathologists,0,home,https://eafp.org/bulletin-archive/,18064.0,21502.0,Bulletin of the European Association of Fish Pathologists,journal,01080288,"0,222",Q3,41.0,0.0,65.0,0.0,42.0,64.0,"0,58","0,00",Western Europe,FRS Marine Laboratory,1996-2021,,Agricultural and Biological Sciences; Veterinary,United Kingdom,https://eafp.org/bulletin-archive/,Europe,17,967,984,0.017276422764227643
4808,journal,Bulletin-of-the-Georgian-National-Academy-of-Sciences,0,home,http://www.science.org.ge/moambe/moambe-eng.html,19015.0,21100199522.0,Bulletin of the Georgian National Academy of Sciences,journal,01321447,"0,203",Q3,13.0,85.0,293.0,1150.0,62.0,291.0,"0,26","13,53",Eastern Europe,Georgian National Academy of Sciences,2011-2022,Multidisciplinary,Multidisciplinary,Georgia,http://www.science.org.ge/moambe/moambe.html,Europe,24,1084,1108,0.021660649819494584
4809,journal,Bulletin-of-the-Hospital-for-Joint-Disease-2013-,0,home,https://hjdbulletin.org/,18677.0,21100333810.0,Bulletin of the Hospital for Joint Disease (2013),journal,"23284633, 23285273","0,210",Q3,48.0,69.0,125.0,1762.0,65.0,116.0,"0,36","25,54",Northern America,J.Michael Ryan Publishing Inc.,2013-2022,Surgery;Medicine;Orthopedics and Sports Medicine;Rheumatology,Medicine,United States,http://hjdbulletin.org/,North America,68,628,696,0.09770114942528736
4810,journal,Bulletin-of-the-Iraq-Natural-History-Museum,0,home,https://jnhm.uobaghdad.edu.iq/index.php/BINHM,19115.0,21100858121.0,Bulletin of the Iraq Natural History Museum,journal,"10178678, 23119799","0,201",Q4,6.0,22.0,57.0,723.0,22.0,57.0,"0,45","32,86",Middle East,University of Baghdad - Iraq Natural History Reseach Center and Museum,2017-2022,Animal Science and Zoology;Insect Science;Paleontology;Plant Science,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science,Iraq,http://jnhm.uobaghdad.edu.iq/index.php/BINHM,Asia,19,851,870,0.021839080459770115
4811,journal,Bulletin-of-the-Kanagawa-Prefectural-Museum-Natural-Science,0,home,https://nh.kanagawa-museum.jp/www/contents/1599723857751/index.html,18112.0,23692.0,"Bulletin of the Kanagawa Prefectural Museum, Natural Science",journal,04531906,"0,221",Q3,6.0,10.0,30.0,248.0,14.0,25.0,"0,40","24,80",Asiatic Region,Kanagawa Prefectural Museum of Natural History,"1979-1980, 1984-1985, 1987, 1989-2022",Agricultural and Biological Sciences,Agricultural and Biological Sciences,Japan,http://nh.kanagawa-museum.jp/www/contents/1599723857751/index.html,Asia,3,826,829,0.0036188178528347406
4812,journal,Bulletin-of-the-Menninger-Clinic,0,home,https://www.guilford.com/journals/Bulletin-of-the-Menninger-Clinic/Eric-Storch/00259284,12132.0,17320.0,Bulletin of the Menninger Clinic,journal,"00259284, 19432828","0,415",Q3,43.0,24.0,66.0,889.0,97.0,63.0,"1,02","37,04",Northern America,Guilford Publications,1945-2022,Clinical Psychology;Psychiatry and Mental Health,Medicine; Psychology,United States,https://www.guilford.com/journals/Bulletin-of-the-Menninger-Clinic/Eric-Storch/00259284,North America,3,634,637,0.004709576138147566
4813,journal,Bulletin-of-the-Physical-Fitness-Research-Institute,0,home,https://www.my-zaidan.or.jp/tai-ken/research/bulletin/,21007.0,29939.0,Bulletin of the Physical Fitness Research Institute,journal,03899071,"0,165",Q4,4.0,3.0,8.0,83.0,6.0,8.0,"0,20","27,67",Asiatic Region,Meiji Life Foundation of Health and Welfare,"1972, 1974-1982, 1984-2000, 2002-2021","Orthopedics and Sports Medicine;Physiology;Public Health, Environmental and Occupational Health",Medicine,Japan,https://www.my-zaidan.or.jp/tai-ken/research/bulletin/,Asia,3,430,433,0.006928406466512702
4814,journal,Bulletin-of-the-Plankton-Society-of-Japan,0,home,https://www.plankton.jp/sub07.html,22460.0,13039.0,Bulletin of the Plankton Society of Japan,journal,"24340839, 03878961","0,142",Q4,13.0,11.0,13.0,218.0,4.0,13.0,"0,14","19,82",Asiatic Region,Plankton Society of Japan,"1988, 1992, 1996, 1998-2014, 2017-2020",,Agricultural and Biological Sciences; Earth and Planetary Sciences,Japan,http://www.plankton.jp/sub07.html,Asia,14,642,656,0.021341463414634148
4815,journal,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,0,home,https://link.springer.com/journal/103,10521.0,20112.0,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,journal,"14371588, 14369990","0,489",Q3,70.0,163.0,552.0,5839.0,792.0,463.0,"1,62","35,82",Western Europe,Springer Verlag,1999-2022,"Public Health, Environmental and Occupational Health",Medicine,Germany,https://www.springer.com/journal/103,Europe,1,980,981,0.0010193679918450561
4816,journal,Burns-Open,0,home,https://www.sciencedirect.com/journal/burns-open,17415.0,21101101204.0,Burns Open,journal,24689122,"0,236",Q3,10.0,42.0,170.0,831.0,111.0,169.0,"0,52","19,79",Western Europe,Elsevier BV,2017-2022,Critical Care and Intensive Care Medicine;Dermatology;Emergency Medicine;Surgery,Medicine,Netherlands,https://www.sciencedirect.com/journal/burns-open,Europe,4,201,205,0.01951219512195122
4817,journal,CAB-Reviews-Perspectives-in-Agriculture-Veterinary-Science-Nutrition-and-Natural-Resources,0,home,https://www.cabi.org/wp-content/uploads/publishing-product-compendia/CABReviews.jpg,14407.0,19400158376.0,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources",journal,17498848,"0,323",Q2,39.0,7.0,165.0,729.0,237.0,165.0,"0,85","104,14",Western Europe,CAB International,2006-2021,Agricultural and Biological Sciences;Veterinary,Agricultural and Biological Sciences; Environmental Science; Veterinary,United Kingdom,https://www.cabi.org/cabreviews/,Europe,5,9,14,0.35714285714285715
4818,journal,CNS-and-Neurological-Disorders-Drug-Targets,0,home,https://www.eurekaselect.com/journal/69,9006.0,4500151409.0,CNS and Neurological Disorders - Drug Targets,journal,18715273,"0,574",Q2,93.0,81.0,217.0,8156.0,634.0,205.0,"2,87","100,69",Middle East,Bentham Science Publishers B.V.,2006-2022,Medicine;Pharmacology;Neuroscience,"Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics",United Arab Emirates,https://www.eurekaselect.com/journal/69,Asia,39,1049,1088,0.035845588235294115
4819,journal,CVIR-Endovascular,0,home,https://cvirendovasc.springeropen.com/,14329.0,21101023028.0,CVIR Endovascular,journal,25208934,"0,326",Q3,9.0,67.0,220.0,1162.0,263.0,207.0,"1,14","17,34",Western Europe,Springer Science + Business Media,2018-2022,"Cardiology and Cardiovascular Medicine;Radiology, Nuclear Medicine and Imaging",Medicine,Switzerland,https://cvirendovasc.springeropen.com/,Europe,17,1016,1033,0.016456921587608905
